================================================================================
TOP 50 STOCKS - Generated: 2026-04-14 23:19:46
Analysis Period: 2023-06-01 to 2026-04-13
Total Stocks Analyzed: 133
================================================================================

Rank  Symbol    Signal           Score    Confidence   IC10d  Hist   Prior  BScore       Price   Predicted    Return
43    NG        SELL             -11.2   LOW (29%)   1.000   103    0.12     1.3        9.78        7.49   -23.38%
44    FAX       NEUTRAL            0.7   LOW (24%)   1.000    34    0.04     1.3       14.98       15.02    +0.30%
45    CIX       NEUTRAL            1.0   LOW (19%)   1.000    32    0.04     1.2       23.40       22.39    -4.31%
46    ISOU      NEUTRAL            0.7   LOW (24%)   1.000    32    0.04     1.2       11.13       11.13    -0.03%
47    TGB       NEUTRAL            0.9   LOW (24%)   1.000    30    0.03     1.2        7.39        5.64   -23.63%
48    ERC       NEUTRAL            1.0   LOW (19%)   1.000    28    0.03     1.1        9.27        8.79    -5.21%
49    PTHS      NEUTRAL            0.9   LOW (19%)   1.000    27    0.03     1.0       23.00       22.99    -0.05%
50    LGCY      NEUTRAL            0.9   LOW (24%)   1.000    25    0.03     1.0       13.52       11.76   -13.05%

====================================================================================================================
Summary: 1 STRONG_BUY, 4 BUY, 60 NEUTRAL, 53 SELL, 15 STRONG_SELL | Avg IC: 0.966 (133 IC-enabled)
Bayesian Ranking: Enabled (alpha=871 historical runs analyzed)
====================================================================================================================
