List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50,18,DNUT,,STRONG_BUY,58.1,MEDIUM (73%),0.043,4.34,5.47,+26.07%,,,,,,,,
Top 50,19,FIGR,,STRONG_BUY,58.7,MEDIUM (72%),0.354,42.05,52.36,+24.51%,,,,,,,,
Top 50,20,WSBC,,STRONG_BUY,63.3,MEDIUM (66%),0.093,34.68,43.95,+26.74%,,,,,,,,
Top 50,21,CLSM,,STRONG_BUY,56.0,MEDIUM (75%),0.188,23.71,28.8,+21.47%,,,,,,,,
Top 50,22,BRKRP,,STRONG_BUY,59.9,MEDIUM (69%),0.486,362.63,425.23,+17.26%,,,,,-1.1%,,Healthcare,⚠️
Top 50,23,PLBL,,STRONG_BUY,61.1,MEDIUM (68%),0.102,11.38,13.18,+15.81%,,,,,,,,
Top 50,24,VONV,,STRONG_BUY,55.5,MEDIUM (74%),0.134,93.44,115.44,+23.54%,,,,,,,,
Top 50,25,WASH,,STRONG_BUY,61.2,MEDIUM (67%),0.046,29.64,37.63,+26.96%,,,,,,,,
Top 50,26,CHRI,,STRONG_BUY,57.6,MEDIUM (71%),0.562,82.17,105.48,+28.36%,,,,,,,,
Top 50,27,AVGU,,STRONG_BUY,54.0,HIGH (75%),0.241,45.02,52.95,+17.62%,,,,,,,N/A,⚠️
Top 50,28,LSCC,,STRONG_BUY,59.6,MEDIUM (68%),0.137,77.95,87.85,+12.71%,,,,,,,,
Top 50,29,FTXR,,STRONG_BUY,62.0,MEDIUM (65%),0.086,39.08,47.25,+20.92%,,,,,,,,
Top 50,30,CFO,,STRONG_BUY,55.8,MEDIUM (73%),0.149,74.08,87.67,+18.34%,,,,,,23.3,N/A,⚠️
Top 50,31,ROKU,,STRONG_BUY,58.9,MEDIUM (69%),0.138,106.3,116.91,+9.98%,,,,,,,,
Top 50,32,ASML,,STRONG_BUY,63.0,MEDIUM (64%),0.051,1122.84,1285.14,+14.45%,,,,,50.5%,49.3,Technology,⚠️
Top 50,33,VFLO,,STRONG_BUY,57.9,MEDIUM (70%),0.153,39.42,48.83,+23.87%,,,,,,,,
Top 50,34,VECO,,STRONG_BUY,61.6,MEDIUM (65%),0.047,32.14,40.31,+25.43%,,,,,,,,
Top 50,35,CZNC,,STRONG_BUY,58.4,MEDIUM (69%),0.17,20.37,25.76,+26.47%,,,,,,,,
Top 50,36,FCEL,,STRONG_BUY,61.2,MEDIUM (66%),0.067,8.75,10.85,+23.95%,,,,,,,,
Top 50,37,EXEEL,,STRONG_BUY,56.8,MEDIUM (71%),0.295,117.61,133.16,+13.22%,,,,,,,,
Top 50,38,WULF,,STRONG_BUY,56.4,MEDIUM (71%),0.053,14.96,14.57,-2.59%,,,,,,,,
Top 50,39,MOOD,,STRONG_BUY,59.1,MEDIUM (68%),0.116,37.95,46.03,+21.30%,,,,,,,,
Top 50,40,PSCD,,STRONG_BUY,58.3,MEDIUM (68%),0.116,108.96,136.78,+25.53%,,,,,,,,
Top 50,41,TMET,,STRONG_BUY,59.1,MEDIUM (67%),0.055,30.85,39.03,+26.51%,,,,,,,,
Top 50,42,HWSM,,STRONG_BUY,57.7,MEDIUM (68%),0.302,27.44,33.95,+23.70%,,,,,,,,
Top 50,43,CCFE,,STRONG_BUY,57.2,MEDIUM (69%),0.141,27.59,33.87,+22.76%,,,,,,19.7,N/A,⚠️
Top 50,44,VTHR,,STRONG_BUY,58.0,MEDIUM (68%),0.143,302.44,372.94,+23.31%,,,,,,,,
Top 50,45,FTXO,,STRONG_BUY,62.3,MEDIUM (63%),0.121,36.82,46.79,+27.07%,,,,,,,,
Top 50,46,EBC,,STRONG_BUY,58.5,MEDIUM (67%),0.086,19.05,23.63,+24.03%,,,,,,,,
Top 50,47,DMAT,,STRONG_BUY,60.4,MEDIUM (65%),0.039,26.32,29.01,+10.22%,,,,,,,,
Top 50,48,FTDS,,STRONG_BUY,60.6,MEDIUM (64%),0.109,57.66,73.74,+27.88%,,,,,,,,
Top 50,49,BANX,,STRONG_BUY,56.7,MEDIUM (69%),0.142,22.5,27.93,+24.13%,,,,,12.5%,7.8,Financial Services,⚠️
Top 50,50,OPTZ,,STRONG_BUY,58.9,MEDIUM (66%),0.107,36.84,42.94,+16.55%,,,,,,,,
,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,SMX,NASDAQ,,,,,   331.98,,,19660.71,4862658,,,,,,
Top 20 Momentum,2,ARBK,NASDAQ,,,,,    30.67,,,11049.40,2475697,,,,,Financial Services,⚠️
Top 20 Momentum,3,WTO,NASDAQ,,,,,     1.20,,,5900.00,92120792,,,,,,
Top 20 Momentum,4,MHUA,NASDAQ,,,,,     7.61,,,3115.04,68379,,,,,,
Top 20 Momentum,5,EPWK,NASDAQ,,,,,     1.14,,,2728.78,16616380,,,,,,
Top 20 Momentum,6,TGL,NASDAQ,,,,,    19.78,,,2442.09,3189440,,,,,,
Top 20 Momentum,7,JZXN,NASDAQ,,,,,     5.63,,,2349.96,1281621,,,,,,
Top 20 Momentum,8,AZI,NASDAQ,,,,,     1.86,,,2168.86,34093285,,,,0.1,Consumer Cyclical,⚠️
Top 20 Momentum,9,PMN,NASDAQ,,,,,     8.76,,,2143.15,585684,,,,,,
Top 20 Momentum,10,PSNY,NASDAQ,,,,,    12.01,,,1817.31,5562549,,,,,,
Top 20 Momentum,11,PSNYW,NASDAQ,,,,,     3.80,,,1559.39,2507496,,,,,,
Top 20 Momentum,12,JXG,NASDAQ,,,,,     8.63,,,1443.83,489877,,,,,,
Top 20 Momentum,13,EZGO,NASDAQ,,,,,     2.17,,,1376.19,379081,,,,,,
Top 20 Momentum,14,PLRZ,NASDAQ,,,,,    11.13,,,1344.70,10086358,,,,,,
Top 20 Momentum,15,MESA,NASDAQ,,,,,    21.00,,,1254.84,217011,,,,,,
Top 20 Momentum,16,MTVA,NASDAQ,,,,,     8.56,,,1196.97,411327,,,,,,
Top 20 Momentum,17,MBRX,NASDAQ,,,,,     5.00,,,1001.56,1623437,,,,,,
Top 20 Momentum,18,XHLD,NASDAQ,,,,,     2.40,,,967.14,905479,,,,,,
Top 20 Momentum,19,STRO,NASDAQ,,,,,     9.81,,,955.97,459864,,,,,,
Top 20 Momentum,20,MIGI,NASDAQ,,,,,     6.10,,,925.55,4208989,,,,,,
,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,NVDA,NASDAQ,,,,,   180.93,,,,, 30012073430,2.22,,,,
Top 20 Volume,2,QQQ,NASDAQ,,,,,   625.58,,,,, 28837797414,1.02,,,,
Top 20 Volume,3,TSLA,NASDAQ,,,,,   446.89,,,,, 28102137673,3.89,,,,
Top 20 Volume,4,MSFT,NASDAQ,,,,,   483.16,,,,, 11068790390,-1.80,,,,
Top 20 Volume,5,META,NASDAQ,,,,,   673.42,,,,, 10990297118,3.93,,,,
Top 20 Volume,6,AAPL,NASDAQ,,,,,   278.03,,,,, 10885020577,-0.29,152.0%,34.1,Technology,⚠️
Top 20 Volume,7,GOOGL,NASDAQ,,,,,   314.89,,,,, 10580541585,-1.65,,,,
Top 20 Volume,8,GOOG,NASDAQ,,,,,   320.62,,,,,  8429867364,0.16,,,,
Top 20 Volume,9,AMZN,NASDAQ,,,,,   230.28,,,,,  8085847938,-1.26,24.3%,34.4,Consumer Cyclical,⚠️
Top 20 Volume,10,AVGO,NASDAQ,,,,,   390.24,,,,,  7855958708,-3.16,31.0%,69.4,Technology,⚠️
Top 20 Volume,11,AMD,NASDAQ,,,,,   221.42,,,,,  6325623911,1.79,5.3%,128.3,Technology,⚠️
Top 20 Volume,12,PLTR,NASDAQ,,,,,   187.54,,,,,  5943839499,11.33,,,,
Top 20 Volume,13,NFLX,NASDAQ,,,,,   100.24,,,,,  5085345875,-6.82,,,,
Top 20 Volume,14,MU,NASDAQ,,,,,   258.46,,,,,  4951371178,9.29,,,,
Top 20 Volume,15,MSTR,NASDAQ,,,,,   178.99,,,,,  4571737313,1.02,,,,
Top 20 Volume,16,INTC,NASDAQ,,,,,    39.51,,,,,  3676310277,-2.59,,,,
Top 20 Volume,17,TQQQ,NASDAQ,,,,,    55.80,,,,,  3642279531,2.31,,,,
Top 20 Volume,18,IBIT,NASDAQ,,,,,    50.69,,,,,  3060692369,-1.67,,,,
Top 20 Volume,19,HOOD,NASDAQ,,,,,   135.66,,,,,  2986299347,5.58,,,,
Top 20 Volume,20,TLT,NASDAQ,,,,,    87.88,,,,,  2878028169,-2.58,,,,
